Trip,High_Consumption,Energy_per_km,Season,Distance,Velocity_mean,Velocity_max,Velocity_std,Pct_Stationary,Pct_City,Pct_Highway,Pct_Braking,Pct_Accelerating,Pct_Regen,Throttle_mean,Torque_mean,Accel_std,SoC_start,SoC_end,Battery_Temp_mean,Battery_Voltage_mean,Battery_Current_mean,Power_mean,Power_min,Ambient_Temp,Climate_Power_mean,Heating_Active_Pct,AC_Active_Pct,Temp_Diff_mean,Cabin_Temp_mean,Elevation_mean,Elevation_Change_std,Elevation_gain,SoC_Drop,Duration_min,Date,Route/Area,Weather,Distance km,Ambient Temperature (Start) C,Target Cabin Temperature
TripB05,1,0.15730094466936573,Winter,14.82,52.332462972045114,126.05,43.59428252859903,0.17842079450711132,0.3240804315841099,0.3076017655713585,0.12643452672878863,0.1255517410495341,0.06081412457086807,28.024957332025505,11.236207945071113,0.6152248704261015,71.9,59.5,10.573712604217754,373.12637273173124,-27.211134870034332,-9.92710332710152,-100.6676411,7.52553702795488,2.1982648357037764,0.9985286905345758,0.0,11.423722412947523,18.949259440902406,490.69875429131923,0.00474835721541795,0.0,12.400000000000006,16.99,2019_12_09_07-58-11,Munich North,cloudy,14.82,7.0,22.0
TripB06,1,0.15761158021712912,Winter,16.58,44.14169514089195,125.02,33.87456291574544,0.10487389985947784,0.4705273278603654,0.2218031210709267,0.11826048369203461,0.12735744397603727,0.035204496708823314,30.9488573330375,11.454684564751128,0.5600828856841442,83.2,69.3,12.785869388358849,382.03964647585235,-22.811702536794616,-8.540432605191924,-138.682121,6.4803564825086895,1.8458227941720287,0.9971895569854301,0.0,14.269562902152208,20.7499193846609,499.60110272908804,0.004295472192363368,33.0,13.900000000000006,22.533333333333335,2019_12_09_18-16-14,Munich North,dark,16.58,6.0,22.0
TripB07,0,0.10521533589238805,Winter,30.3758,47.75456351805756,109.93,30.934147462828328,0.10869470282545089,0.3565657888990786,0.18048823092711472,0.11336739595615529,0.11777806891130617,0.04257827852744661,31.372969561989606,12.928948425695445,0.628722496089792,67.4,50.4,6.761412288746233,369.9070907026508,-24.353728110397835,-8.814948802934625,-87.6924433,2.348311279968558,1.9002786147866721,1.0,0.0,19.189091663391416,21.53740294335997,535.0031433687061,0.0063815552635528025,73.0,17.000000000000007,38.163333333333334,2019-12-10_09-35-46,Munich Northeast,slightly cloudy,30.3758,2.5,22.0
TripB08,1,0.1359351046728856,Winter,32.2242,39.810242621825665,112.48,30.47588218366007,0.13366506520247082,0.49008236101578584,0.1493136582017845,0.07844886753603295,0.11932052161976664,0.03318462594371997,29.41071242278655,10.426178792038435,0.4968793236349539,67.3,44.0,8.462974948524366,369.4242439945093,-17.786978037062458,-6.462378513833219,-60.354608,10.169820178448868,1.455589567604667,0.9920384351407001,0.0,11.55327693891558,21.72309711736445,532.3529869595058,0.005944235264389766,76.0,23.299999999999997,48.565000000000005,2019-12-17_07-21-04,Munich Northeast,cloudy,32.2242,3.5,22.0
TripB09,0,0.08327411987265258,Winter,54.1825,34.76832465865745,135.08,43.363080314788455,0.5226016897793305,0.11327581904388435,0.23983102206694948,0.026380521193540337,0.044846886029018575,0.003457987237531639,18.542481016719545,7.225081815265052,0.2946388965089134,70.0,46.0,8.473112188513777,371.5936859648497,24.53280720829917,10.18463126532031,-82.36116,7.1337567288153725,0.6618749777191544,0.49098071370004637,0.004277922355709244,18.058709493422693,25.192466222238068,609.8212295461836,0.007576343349493653,147.0,24.0,93.50166666666668,2020-01-02_13-45-21,Munich South,sunny,54.1825,5.5,22.0
TripB10,1,0.17998666362870538,Winter,47.8391,85.1187391884545,137.32,43.57210415682557,0.06588246923343054,0.22181584540107746,0.6459249740522908,0.11713537290564918,0.11634458557801611,0.012158355162358523,38.11359313991993,18.60656946572431,0.541795298311009,84.8,39.0,7.771752582414867,364.67402609598184,-50.38577423021796,-17.782342564809962,-102.6047368,4.430231305293333,1.563717688924035,0.9341175307665694,0.0,16.415896308011664,20.846127613304997,511.9749636732071,0.02393933163685724,175.99,45.8,33.72,2020-01-03_10-50-36,Highway,slightly cloudy,47.8391,2.5,22.0
TripB11,1,0.1490982434840504,Winter,10.2134,48.80318555880011,123.45,41.11349196817128,0.2138306344571277,0.34921688346164054,0.363020971595434,0.1037961242367932,0.09370852136979028,0.03013007698433767,23.862500663658082,10.292293602336077,0.4659868079053846,38.9,30.8,14.775053092646669,360.34524289885854,-23.78638306344571,-8.383565318794798,-85.46893859999999,5.9190549508893024,1.26140031855588,0.9973453676665782,0.0,18.034603132466156,23.953658083355457,525.8166724183701,0.0030809507630407225,0.0,8.099999999999998,12.555,2020-01-03_11-36-24,Munich South,cloudy,10.2134,4.0,22.0
TripB12,0,0.1121058567674184,Winter,37.0614,41.363288380456346,94.94,29.799240003928173,0.05164930555555555,0.5661582341269841,0.1886470734126984,0.07927207341269842,0.05859375,0.014384920634920634,6.662074342757936,8.121389508928571,0.37984289461675913,73.4,51.3,21.326802455357143,378.7550542534722,-15.258844556051587,-5.724416090159971,-61.9339248,5.938169332837301,0.8028952752976191,0.9422123015873016,0.0,19.99330791170635,25.93147724454365,507.5478199404762,0.01280709167534539,114.99000000000001,22.10000000000001,53.75833333333333,2020-01-03_12-16-10,Highway,cloudy,37.0614,7.5,22.0
TripB13,0,0.12838299248822851,Winter,2.7823,28.26511706629055,72.63,19.652267114981495,0.07221438645980253,0.7435825105782793,0.0,0.19774330042313118,0.17602256699576868,0.09139633286318759,28.45510860366714,9.554823695345556,0.6792017647231702,57.0,55.1,20.0,375.1368293370945,-12.292361071932298,-4.536595252242595,-45.2112786,5.213060648801128,1.4683638928067702,1.0,0.0,17.063342736248238,22.276403385049367,479.458047954866,0.0016559210875241174,1.0,1.8999999999999986,5.906666666666666,2020-01-03_13-23-24,Munich South,cloudy,2.7823,6.0,22.0
TripB14,1,0.15693722150334483,Winter,60.9747,57.43305337519623,138.42,33.978163959474934,0.10918367346938776,0.23035060177917321,0.26138147566718994,0.0999215070643642,0.10800627943485086,0.026164311878597593,28.835608843537415,13.172470695970697,0.5113525560279012,85.5,0.0,8.775497383568812,367.99213317634747,-29.604420198848768,-10.606671341428571,-130.0840092,3.4934583987441132,1.775613814756672,0.9908163265306122,0.0047880690737833595,20.150052851909994,23.643511250654107,547.6840949764521,0.012451688271326766,183.99,85.5,63.69833333333334,2020-01-05_11-08-25,Highway,cloudy,60.9747,3.0,22.0
TripB15,1,0.17198130909128703,Winter,19.2393,38.00769741535422,141.05,28.201764757931823,0.12209844701750536,0.5861274213905504,0.05915601163364978,0.15140207430170663,0.14887779180156946,0.06030840147066893,27.57774844976129,11.684115677989356,0.7069014381196104,85.1,67.5,9.454560171212204,381.34322285024416,-21.498612742139052,-7.953544156697579,-133.89085239999997,2.694477308895352,2.3484678702738297,0.9955001920649729,0.006530209076441859,18.278662679031992,20.973139987927347,485.351665477693,0.004554722664365767,16.0,17.599999999999994,30.37,2020-01-07_10-02-47,FTMRoute,slightly cloudy,19.2393,2.0,22.0
TripB16,1,0.14368380827601268,Winter,19.2339,45.29770836059139,133.47,27.269245786635306,0.07353133586288106,0.5103362553970954,0.09348423393955253,0.18323956561559598,0.17146408478346198,0.07366217453879367,31.52501635483449,11.889093942169305,0.7376957784342023,67.5,52.8,11.98241004841031,372.3578961140913,-21.337915085699333,-7.690892544458982,-132.730022,3.102220332330237,1.4507883030223734,1.0,0.0,21.514517859479263,24.6167381918095,483.34448122465,0.003115532610104558,5.0,14.700000000000003,25.475,2020-01-07_10-33-19,FTMRoute,slightly cloudy,19.2339,3.0,22.0
TripB17,1,0.15237066054302312,Winter,19.2478,44.389672645739914,149.35,29.88421525283756,0.08071748878923767,0.5536194746957078,0.09724535554131966,0.1854580397181294,0.1654708520179372,0.08353619474695707,29.83865086483024,12.084208199871876,0.7839914387397114,52.8,37.2,14.1395400384369,365.3766905829596,-22.175557335041642,-7.816248781652787,-111.25209980000001,3.436521460602178,1.2669404228058936,1.0,0.0,22.1509666880205,25.58748814862268,480.7422210121717,0.005248247824542451,21.0,15.599999999999994,26.015,2020-01-07_10-58-55,FTMRoute,slightly cloudy,19.2478,3.5,22.0
TripB18,1,0.1747609652451054,Winter,15.8136,51.31053177106805,122.31,37.9129412445791,0.1039206849932402,0.4255069851284362,0.30446146913023886,0.10734565119423163,0.12447048219918883,0.016313654799459214,31.82420910319964,13.401849481748535,0.5118173262693312,82.8,68.1,4.6257296079315005,375.2345876520955,-29.412195583596215,-10.80261547615142,-89.2128252,5.050798557908968,2.437778278503831,1.0,0.0,14.621821541234791,19.67262009914376,494.6822983325822,0.005623209460844679,28.0,14.700000000000003,18.490000000000002,2020-01-08_17-43-26,Munich North,cloudy,15.8136,2.5,22.0
TripB19,1,0.1625307454399338,Winter,16.4252,49.64384266644279,130.03,43.76453621899328,0.21853748635714884,0.33355721601880617,0.34245655276635045,0.11997313407774327,0.11451599361934346,0.03954327932163546,28.06733439677609,11.597023759549995,0.6085002481323424,85.8,71.6,7.16743178574427,379.53555033162627,-26.50169591134246,-9.782544945831585,-99.53533440000001,4.315330366887751,2.2685593149189827,0.9816975904625976,0.0,14.825384938292336,19.140715305180084,495.96119049618,0.004240646253117562,0.0,14.200000000000003,19.85,2020-01-09_08-29-07,Munich North,sunrise,16.4252,3.0,22.0
TripB20,1,0.16296704365015066,Winter,12.3436,31.67510799059092,126.4,34.82585470348781,0.2308076128020529,0.5349632903271794,0.15745954807897924,0.1272364388053318,0.139639318554423,0.04661772043623922,23.934554137857294,9.452102787083897,0.5908648548995551,72.7,62.0,11.550796207855157,376.78483997433887,-16.914452206144414,-6.226426073797135,-109.9348347,8.62642169791147,1.5832240359255827,1.0,0.009123957516572814,14.345462969563048,22.971884667474516,496.0228170218832,0.003885792038514308,26.0,10.700000000000003,23.38,2020-01-09_17-21-44,Munich North,dark,12.3436,5.0,22.0
TripB21,1,0.17331346450130083,Winter,15.8372,54.836819274790805,135.36,44.41782383862153,0.1357122246801962,0.37905164951428294,0.34846590362604596,0.12686351832259304,0.1462921996729826,0.05424641723574108,30.66594594594595,12.292629604693662,0.598684848121486,55.7,41.1,7.964138693853996,365.1925747811869,-31.19778205251515,-11.11810123526979,-89.2102608,4.1151957295373665,2.782964316629797,1.0,0.0,15.16016639415216,19.275362123689526,496.46305088006153,0.005893711823256795,3.0,14.600000000000001,17.326666666666664,2020-01-10_08-07-33,Munich North,sunrise,15.8372,1.5,22.0
TripB22,1,0.15497292777379126,Winter,16.8623,50.61654048194781,113.98,35.529827370849745,0.08304844492620696,0.4447594430084216,0.35729175352288833,0.118902693237722,0.11248228133077628,0.03910614525139665,32.107457683648796,13.244477611940297,0.6169986992568292,84.4,70.5,12.187056616359543,380.7529108646711,-25.843990661219042,-9.638051194555157,-130.2629622,8.712983406987409,1.7034862002834987,1.0,0.0,12.568402401400817,21.281385808388226,500.3502809972484,0.01134066427045339,36.0,13.900000000000006,19.986666666666668,2020-01-10_16-42-46,Munich North,sunset,16.8623,7.5,22.0
TripB23,1,0.18694366776975258,Winter,18.7051,60.48560046707985,142.23,48.979648786499936,0.06458277193927962,0.44031258420910807,0.3807599029911075,0.13976466361268303,0.15018413724961827,0.05092966855295069,33.54268121800054,15.984774095032785,0.6838932662351035,72.1,53.5,8.70818018503548,366.828848468517,-37.13516841821612,-13.17613077428366,-91.63444989999999,5.70617443636037,1.9378667025958862,1.0,0.0,14.603167160693435,20.309341597053802,484.39954908829606,0.006528488773097339,13.0,18.599999999999994,18.553333333333335,2020-01-11_12-52-38,Munich North,slightly cloudy,18.7051,5.0,22.0
TripB24,1,0.15910527387061185,Winter,9.3347,34.36082208588957,106.32,31.35688695264444,0.19427402862985685,0.4843558282208589,0.09611451942740286,0.14948875255623723,0.148159509202454,0.0869120654396728,25.557464212678937,10.241894683026585,0.6853445368355062,53.4,45.5,10.308432515337424,367.6570163599182,-17.86768711656442,-6.40207404200409,-85.7378148,5.779307770961145,1.293321063394683,0.9809815950920245,0.0,17.618783231083846,23.398091002044993,471.6949284253579,0.005864466237469979,20.0,7.899999999999999,16.298333333333332,2020-01-11_14-29-56,Munich North,slightly cloudy,9.3347,6.5,22.0
TripB25,1,0.1642857671828368,Winter,13.5033,47.57031509932479,131.89,40.306005145770236,0.13572756629807223,0.44250905176631766,0.2533515999608572,0.1314218612388688,0.1364125648302182,0.05861630296506507,29.505025932087285,12.342914179469616,0.6485890194352624,45.4,33.6,11.801227125941873,359.2526294157941,-25.779710343477834,-8.982729461199725,-119.821068,5.7062696937077995,1.0779215187396027,0.9973578628045797,0.0,18.893817398962717,24.600087092670517,500.11825912515906,0.007441165921678446,49.0,11.799999999999997,17.029999999999998,2020-01-11_14-55-27,Munich North,slightly cloudy,13.5033,5.5,22.0
TripB26,1,0.15604738027364085,Winter,14.6981,65.73048819875777,133.8,44.27623239978882,0.10832298136645963,0.2669565217391304,0.40670807453416147,0.13875776397515527,0.12931677018633542,0.04459627329192547,33.24038385093168,14.46135403726708,0.6808357389246895,33.4,21.2,13.80905093167702,348.7381913043478,-33.626814906832294,-11.409708248720497,-102.32958900000001,5.700489440993789,1.1985739130434783,1.0,0.0,17.722524223602484,23.423013664596276,491.6955391304348,0.005429960380580917,1.0,12.2,13.415,2020-01-11_15-24-57,Munich North,slightly cloudy,14.6981,5.5,22.0
TripB27,1,0.17984538038816078,Winter,19.2343,47.136447923757665,133.83,28.942830151637125,0.10857726344452008,0.4255275697753574,0.10735194009530293,0.14976174268209666,0.1530292716133424,0.0562287270251872,31.456354663036077,14.093876786929883,0.7739252073560776,52.9,34.5,2.8081130020422056,361.08820966643975,-27.981017699115046,-9.653294893635126,-105.80861379999999,2.6445357385976855,2.1661940095302925,0.9923076923076923,0.0,16.775522804629,19.420058543226688,481.63047787610617,0.004593429365281229,15.0,18.4,24.48166666666667,2020-01-12_11-12-56,FTMRoute,sunny,19.2343,1.0,22.0
TripB28,1,0.15445883494037765,Winter,17.527,46.17428832784486,151.75,31.778501522863536,0.16362971094035858,0.34716428832784485,0.09154774972557629,0.14709110867178923,0.1367727771679473,0.07252103915111599,30.27590559824369,11.8991577021588,0.734466932034666,34.4,20.0,7.298084888401025,351.1294796926454,-24.202984998170507,-8.038246204661544,-105.9633575,3.251854372484449,1.1502890596414197,1.0,0.0,20.757506769118187,24.009361141602632,482.27183900475666,0.00755652550357097,35.0,14.399999999999999,22.773333333333333,2020-01-12_11-37-29,FTMRoute,sunny,17.527,3.5,22.0
TripB29,1,0.19116551088205946,Winter,15.8334,58.84810344827586,151.23,46.800438112731946,0.14856493908734256,0.29651042742102,0.3684699566384472,0.13916993599008878,0.1192442700805286,0.06266776791245096,31.1380869295891,14.29481003510221,0.7522346026866497,31.5,15.4,13.242055544084245,346.7202168077638,-37.04392009085277,-12.491358783006401,-127.4990705,4.793832335329341,1.5056246128432789,0.9874045013421433,0.009911212058641337,17.844737765847615,22.638570101176956,495.6734782159818,0.0053600421019996776,42.0,16.1,16.141666666666666,2020-01-12_12-33-29,Munich North,cloudy,15.8334,3.5,22.0
TripB30,1,0.17458245292922225,Winter,14.8606,58.09356607666413,119.74,39.769862070331484,0.07927027907481811,0.3831034857204908,0.35975675969160603,0.14192637637094146,0.10598327722879791,0.02182647410142252,32.822525789988056,14.216616353567163,0.6076213374866566,84.2,70.4,5.161100010858942,376.21058855467476,-33.160464762732104,-12.260642150993593,-72.8829305,1.088741448582908,3.4330372461722227,0.9990226951894885,0.0,16.34983494407645,17.438576392659357,493.9135411010967,0.004689140874831716,0.0,13.799999999999997,15.346666666666666,2020-01-13_07-53-37,Munich North,sunrise,14.8606,0.0,22.0
TripB31,1,0.17638799585339932,Winter,15.2414,50.02185431671073,114.69,38.36165479766259,0.055975932172486094,0.46850214240131277,0.3416902178867718,0.10629957151973744,0.11651016501048408,0.025982313793417814,33.228606983316624,13.07215425289452,0.5392980345008215,72.1,57.8,7.165127176588568,370.0040924423375,-28.98214604795332,-10.512455713182606,-76.50034699999999,4.28555109855046,2.407808369040022,0.9989971738535873,0.0,14.96414349530495,19.24969459385541,499.3210657306956,0.007972758059077292,25.0,14.299999999999997,18.279999999999998,2020-01-13_17-31-04,Munich North,dark,15.2414,3.5,22.0
TripB32,1,0.19142048606478526,Winter,14.2409,64.42219401859764,148.61,46.613139630499525,0.11058054787635084,0.29517466700175926,0.4339029907011812,0.14639356622266902,0.13696908771048003,0.04963558683086203,32.52244659462176,14.973088715757727,0.6741613426608314,52.6,38.1,5.858156572003016,358.56312515707464,-40.48251947725559,-14.00515831715255,-97.8959124,2.1932583563709476,2.9784003518471978,0.9987434028650415,0.0,14.122205327971852,16.315463684342802,495.9786164865544,0.013894573566376646,24.0,14.5,13.261666666666667,2020-01-14_09-47-42,Munich North,cloudy,14.2409,2.0,22.0
TripB33,1,0.15502950167057666,Winter,7.0335,46.20544525547445,103.74,23.6535526724197,0.02664233576642336,0.5824817518248175,0.060583941605839416,0.19160583941605838,0.1801094890510949,0.09306569343065693,32.22707664233577,12.949994525547446,0.7731960549775486,77.4,71.6,11.829142335766424,384.0415346715328,-23.685114963503647,-8.830831948558394,-105.848797,4.194640510948905,2.4402627737226275,1.0,0.0,15.209667883211678,19.404308394160584,477.271098540146,0.003705212019956342,0.0,5.800000000000011,9.131666666666666,2020-01-14_11-44-28,Munich North,cloudy,7.0335,4.0,22.0
TripB34,0,0.05346049523142887,Winter,9.1432,44.86316707549741,63.81,20.71558323703778,0.09484873262469337,0.25074952303079856,0.0,0.03611338239302262,0.05682747342600163,0.016762060506950123,34.390650040883074,11.304017443445082,0.35951935686396075,73.9,71.3,11.0,382.24421095666395,-18.212342600163534,-6.942194577432542,-35.25541200000001,5.843165712728264,1.908526846552194,0.9995911692559281,0.010902153175252113,12.324051512673753,18.16721722540202,466.7911787953121,0.002740267849106891,6.0,2.6000000000000085,12.228333333333333,2020-01-14_12-55-08,Munich North,cloudy,9.1432,5.5,22.0
TripB35,1,0.16947591654614674,Winter,15.4193,40.73788859533245,125.98,39.289579037680745,0.10487303684133274,0.5477763099955967,0.19117862909144284,0.11727579627183327,0.10898282694848084,0.02957581094965507,27.522986936738587,11.281601350359606,0.5985024109969366,85.4,71.5,12.504814325554088,381.95551519154554,-22.686997651548513,-8.466581209481873,-136.79605650000002,7.618767796858946,1.8292000587112873,0.9958168207837956,0.0,13.475254660208426,21.09402245706737,496.8405900484368,0.004504834015193209,30.0,13.900000000000006,22.708333333333332,2020-01-14_17-59-06,Munich North,dark,15.4193,4.0,22.0
TripB36,0,0.13401241774021921,Winter,38.7188,48.868506117869785,109.54,30.526667751373065,0.1334011148897381,0.3597447673807103,0.1874978087858921,0.10034007642954808,0.09581741051081584,0.046629036216386775,26.915413525926443,11.420527994951442,0.605967408867699,72.1,44.5,7.615538688076289,369.43778108894577,-21.526580654208885,-7.789460427844197,-113.19002160000001,7.201716158889317,1.3707600883497528,0.984047961294394,0.007572835956947025,14.892301651298952,22.09401781018827,548.0533863899309,0.00999912073457114,139.99,27.599999999999994,47.53666666666666,2020-01-15_10-43-44,Munich North,sunny,38.7188,4.0,22.0
TripB37,1,0.17010067229393094,Winter,17.4626,44.35580611020955,106.84,28.627880034145914,0.09101813306992168,0.5447682212657871,0.12841317999012206,0.1395611373738799,0.128130953220913,0.04028787130459324,32.63200239892754,13.453499611938193,0.5980908674930823,83.8,68.0,9.486050941931842,380.44730543992097,-24.905988146475693,-9.315938538277006,-134.40130000000002,-3.2714026670429686,2.8777711140901716,0.9710717561560714,0.0,24.348300994849364,21.076898327806393,579.9973886968179,0.0057583857742487515,23.0,15.799999999999997,23.62,2020-01-21_09-15-20,Munich East,slightly cloudy,17.4626,-3.0,22.0
